x2,thin,deg,dummy,thin,min_val,avg_val,max_val
54.00202634,54,34,,,,,
54.10334347,54,34,,,,,
54.20466059,54,34,,,,,
54.30597771,54,34,,,,,
54.40729483,54,34,,,,,
54.50861196,54,34,,,,,
54.60992908,54,34,,,,,
54.7112462,54,34,,,,,
54.81256332,54,34,,,,,
54.91388045,54,34,,,,,
55.01519757,55,34,,,,,
55.11651469,55,34,,,,,
55.21783181,55,34,,,,,
55.31914894,55,34,,,,,
55.42046606,55,34,,,,,
55.52178318,55,34,,,,,
55.6231003,55,34,,,,,
55.72441743,55,34,,,,,
55.82573455,55,34,,,,,
55.92705167,55,34,,,,,
56.02836879,56,34,,,,,
56.12968592,56,34,,,,,
56.23100304,56,34,,,,,
56.33232016,56,33.94333333,,,,,
56.43363728,56,33.94333333,,,,,
56.53495441,56,33.94333333,,,,,
56.63627153,56,33.88666667,,,,,
56.73758865,56,33.83,,,,,
56.83890578,56,33.83,,,,,
56.9402229,56,33.77333333,,,,,
57.04154002,57,33.77333333,,,,,
57.14285714,57,33.71666667,,,,,
57.24417427,57,33.71666667,,,,,
57.34549139,57,33.71666667,,,,,
57.44680851,57,33.71666667,,,,,
57.54812563,57,33.71666667,,,,,
57.64944276,57,33.71666667,,,,,
57.75075988,57,33.71666667,,,,,
57.852077,57,33.71666667,,,,,
57.95339412,57,33.71666667,,,,,
58.05471125,58,33.71666667,,,,,
58.15602837,58,33.71666667,,,,,
58.25734549,58,33.71666667,,,,,
58.35866261,58,33.71666667,,,,,
58.45997974,58,33.71666667,,,,,
58.56129686,58,33.71666667,,,,,
58.66261398,58,33.71666667,,,,,
58.7639311,58,33.71666667,,,,,
58.86524823,58,33.71666667,,,,,
58.96656535,58,33.66,,,,,
59.06788247,59,33.66,,,,,
59.16919959,59,33.66,,,,,
59.27051672,59,33.54666667,,,,,
59.37183384,59,33.49,,,,,
59.47315096,59,33.49,,,,,
59.57446809,59,33.49,,,,,
59.67578521,59,33.49,,,,,
59.77710233,59,33.49,,,,,
59.87841945,59,33.49,,,,,
59.97973658,59,33.49,,,,,
60.0810537,60,33.49,,,,,
60.18237082,60,33.43333333,,,,,
60.28368794,60,33.43333333,,,,,
60.38500507,60,33.43333333,,,,,
60.48632219,60,33.43333333,,,,,
60.58763931,60,33.43333333,,,,,
60.68895643,60,33.43333333,,,,,
60.79027356,60,33.43333333,,,,,
60.89159068,60,33.43333333,,,,,
60.9929078,60,33.37666667,,,,,
61.09422492,61,33.32,,,,,
61.19554205,61,33.32,,,,,
61.29685917,61,33.26333333,,,,,
61.39817629,61,33.26333333,,,,,
61.49949341,61,33.20666667,,,,,
61.60081054,61,33.20666667,,,,,
61.70212766,61,33.20666667,,,,,
61.80344478,61,33.20666667,,,,,
61.9047619,61,33.20666667,,,,,
62.00607903,62,33.20666667,,,,,
62.10739615,62,33.20666667,,,,,
62.20871327,62,33.20666667,,,,,
62.3100304,62,33.20666667,,,,,
62.41134752,62,33.15,,,,,
62.51266464,62,33.15,,,,,
62.61398176,62,32.98,,,,,
62.71529889,62,32.98,,,,,
62.81661601,62,32.98,,,,,
62.91793313,62,32.98,,,,,
63.01925025,63,32.98,,,,,
63.12056738,63,32.92333333,,,,,
63.2218845,63,32.92333333,,,,,
63.32320162,63,32.92333333,,,,,
63.42451874,63,32.92333333,,,,,
63.52583587,63,32.92333333,,,,,
63.62715299,63,32.86666667,,,,,
63.72847011,63,32.81,,,,,
63.82978723,63,32.75333333,,,,,
63.93110436,63,32.75333333,,,,,
64.03242148,64,32.69666667,,,,,
64.1337386,64,32.69666667,,,,,
64.23505572,64,32.69666667,,,,,
64.33637285,64,32.69666667,,,,,
64.43768997,64,32.69666667,,,,,
64.53900709,64,32.64,,,,,
64.64032421,64,32.64,,,,,
64.74164134,64,32.58333333,,,,,
64.84295846,64,32.52666667,,,,,
64.94427558,64,32.47,,,,,
65.04559271,65,32.47,,,,,
65.14690983,65,32.47,,,,,
65.24822695,65,32.47,,,,,
65.34954407,65,32.41333333,,,,,
65.4508612,65,32.41333333,,,,,
65.55217832,65,32.41333333,,,,,
65.65349544,65,32.41333333,,,,,
65.75481256,65,32.3,,,,,
65.85612969,65,32.24333333,,,,,
65.95744681,65,32.24333333,,,,,
66.05876393,66,32.18666667,,,,,
66.16008105,66,32.18666667,,,,,
66.26139818,66,32.18666667,,,,,
66.3627153,66,32.18666667,,,,,
66.46403242,66,32.13,,,,,
66.56534954,66,32.13,,,,,
66.66666667,66,32.07333333,,,,,
66.76798379,66,32.01666667,,,,,
66.86930091,66,31.96,,,,,
66.97061803,66,31.96,,,,,
67.07193516,67,31.90333333,,,,,
67.17325228,67,31.90333333,,,,,
67.2745694,67,31.90333333,,,,,
67.37588652,67,31.90333333,,,,,
67.47720365,67,31.79,,,,,
67.57852077,67,31.73333333,,,,,
67.67983789,67,31.67666667,,,,,
67.78115502,67,31.67666667,,,,,
67.88247214,67,31.67666667,,,,,
67.98378926,67,31.67666667,,,,,
68.08510638,68,31.62,,,,,
68.18642351,68,31.62,,,,,
68.28774063,68,31.56333333,,,,,
68.38905775,68,31.50666667,,,,,
68.49037487,68,31.45,,,,,
68.591692,68,31.39333333,,,,,
68.69300912,68,31.39333333,,,,,
68.79432624,68,31.39333333,,,,,
68.89564336,68,31.33666667,,,,,
